Name;IPS10   ;IPS11   ;IPS299  ;IPS12   ;IPS13   ;IPS18   ;IPS25   ;IPS32   ;IPS34   ;IPS38   ;IPS43   ;IPS307  ;IPS306  ;PMP     ;UTL11   ;CES275  ;CES277  ;CES278  ;CES275R  ;CES277R  ;CES278 R ;CES002  ;CES003  ;CES006  ;CES011  ;CES015  ;CES017  ;CES033  ;CES046  ;CES048  ;CES049  ;CES053  ;CES088  ;CES140  ;LHEL    ;LHELX   ;LHEM    ;LHNAG   ;LHUR    ;LHU680  ;LHU5    ;LHU14   ;LHU15   ;LHU26   ;LHU27   ;CES151  ;CES155  ;HSBR    ;HSFR    ;HSNE    ;HSMW    ;HSSOU   ;HSWST   ;FYFF    ;FYGM3   ;FYGM6   ;FYGT1   ;FYGT5   ;FYGT10  ;FYAAAC  ;FYBAAC  ;Sfygm6;Sfygt1;Sfygt10;sFYAAAC  ;sFYBAAC  ;FM1     ;MZMSL;FM2;FMFBA   ;FMRRA   ;FMRNBA  ;BUSLOANS;CCINRV  ;PI071   ;PI072   ;PI073   ;PI074   ;CPIAUCSL;CPILFESL;PCEPILFE;PWFSA   ;PWFCSA  ;PWIMSA  ;PWCMSA  ;PWCMSAR ;PSCCOM  ;PSCCOMR ;PW561   ;PW561R   ;PMCP    ;EXRUS   ;EXRSW   ;EXRJAN  ;EXRUK   ;EXRCAN  ;FSPCOM  ;FSPIN   ;FSDXP   ;FSPXE   ;FSDJ    ;HHSNTN  ;PMI     ;PMNO    ;PMDEL   ;PMNV    ;MOCMQ   ;MSONDQ  
3\1\1973;49,9077;48,092;47,0323;58,9841;46,4334;64,2517;26,412;51,2136;33,1669;69,3136;46,0164;54,3631;67,9343;67,7;87,9073;4,24;5,79;3,88;14,41196465;19,68048946;13,18830727;62541;23262;603,6;4089;18493;11306;7187;53024;15235;3650;8306,8;3888;13745;82;1,383;84452;80983;4,9;10,6;2136;1340;889;501;388;40,2;3,8;2062;2365;319;458;1174;414;7,09;6,09;6,51;6,85;6,8;6,71;7,29;8,03;0,42;0,76;0,62;0,58;1,32;251,7;575,2;815,3;76663;16923;15099;146,5;164253,3;29,42;52,957;32,797;23,917;43,400;45,000;30,074;44,4;44,7;41,1;49,3;163,9289752;149,9;498,4371883;15,7;52,20456208;90;92,63;3,217089;261,8487;247,24;0,9966811;112,42;126,05;2,83;17,5;957,3501;71,3;69,6;68,8;87,5;61,9;97,303;25,33
4\1\1973;49,808;47,8565;46,7571;58,39;45,7072;63,7856;26,5579;51,2902;33,1897;69,3883;45,9248;52,8602;67,8871;65,6;87,443;4,27;5,81;3,91;14,40523581;19,60056676;13,19074286;62679;23316;603,8;4106;18530;11340;7190;53140;15267;3659,2;8323,7;3897;13777;81;1,347;84559;81152;5;10;2260;1474;809;469;340;40,1;4;1908;2084;305;432;831;516;7,12;6,26;6,52;6,85;6,67;6,67;7,26;8,09;0,26;0,59;0,41;0,59;1,42;252,7;576,5;819,7;76962;16731;15020;149,2;165937,8;29,642;53,136;33,132;24,074;43,700;45,100;30,246;44,7;45;41,3;50,1;165,6417378;152,9;505,5213913;16;52,89955697;88,3;93,05;3,240546;265,4914;248,37;1,000721;110,27;123,56;2,9;17,11;944,1001;69,3;67,7;65,9;86,7;59,2;94,018;26,265
5\1\1973;50,156;48,2055;47,1113;58,7553;45,6046;64,4551;26,9134;51,6284;33,4834;69,6399;46,2365;53,983;68,0268;59,2;87,7422;4,29;5,82;3,93;14,4032231;19,54003693;13,19456102;62829;23382;605,3;4137;18564;11384;7180;53264;15304;3667,5;8351,3;3909;13817;82;1,404;84648;81272;4,9;10,1;2223;1320;816;467;349;40,1;3,8;1931;2266;287;530;961;488;7,84;6,36;6,62;6,89;6,8;6,85;7,29;8,06;0,26;0,53;0,49;0,44;1,21;254,9;580,0;826,8;77393;16672;14829;151,7;168084,3;29,785;53,248;33,368;24,162;43,900;45,300;30,340;45;45,3;42,2;52,5;173,0388926;161,1;530,9822017;16,6;54,71324984;89,3;92,33;3,171482;264,6483;253,05;1,000841;107,22;119,95;3,01;16,44;922,4099;67,3;64,8;63,5;86,6;59,2;94,575;25,717
6\1\1973;50,1942;48,1987;47,0742;58,3508;45,5103;63,8604;27,1859;51,722;33,7276;69,0463;46,224;54,5275;68,4342;62,7;87,4218;4,32;5,86;3,95;14,42115102;19,5620243;13,18600614;63014;23485;611,7;4193;18606;11425;7181;53401;15341;3685,4;8370,6;3918;13872;82;1,393;85185;81676;4,9;9,6;2322;1248;779;454;325;40,1;3,8;2051;2067;307;452;889;419;8,49;7,19;7,23;7,31;6,69;6,9;7,37;8,13;0,04;0,12;-0,29;0,47;1,23;256,7;583,3;833,3;77842;16746;14895;154,8;170082,2;29,956;53,31;33,63;24,292;44,200;45,400;30,467;45,5;45,9;43;55;180,523189;171,2;561,9194538;17,1;56,12630059;87,6;90,4;3,052783;264,4943;257,62;0,9984026;104,75;117,2;3,06;15,42;893,8999;65,9;65;61;85,6;62,5;93,573;25,251
7\1\1973;50,4159;48,4122;47,2616;58,2526;45,4889;63,7159;27,5628;51,9478;34,0009;69,1091;46,4395;54,784;67,3674;50,4;87,5333;4,35;5,87;3,98;14,46817003;19,52371449;13,23754407;63046;23522;617;4232;18598;11438;7160;53389;15350;3693,7;8367,9;3929;13865;84;1,447;85299;81759;4,8;9,6;2271;1314;756;474;282;40,1;3,8;1819;2123;252;457;1007;407;10,4;8,01;8,12;8,39;7,33;7,13;7,45;8,24;0,11;0,38;-0,88;0,32;1,11;257,5;584,9;836,5;78531;16988;15035;157,4;171787,5;30,066;53,424;33,704;24,425;44,200;45,500;30,596;45,4;45,7;42,3;52,5;171,5910577;181,9;594,5221598;17,2;56,21649889;69,6;88,38;2,822626;264,5433;253,75;0,9995102;105,83;118,65;3,04;15,53;903,6101;64,4;57,8;49,2;85,2;64;92,765;26,6
8\1\1973;50,3243;48,2325;47,0194;57,706;44,1099;63,772;27,6496;51,9683;33,909;69,1372;46,3086;55,2752;67,4687;59;86,9943;4,36;5,87;4;14,33597475;19,30095683;13,15227041;63262;23559;622,7;4233;18629;11471;7158;53607;15390;3710,4;8381,3;3939;13904;82;1,412;85204;81779;4,8;9,8;2290;1260;788;454;334;40;3,7;1809;2051;269;450;874;458;10,5;8,67;8,65;8,82;7,63;7,4;7,68;8,53;-0,02;0,15;-1,27;0,28;1,13;257,7;583,7;838,8;78781;16796;14631;160,3;173525,8;30,413;53,503;34,425;24,57;45,000;45,700;30,729;47;47,7;43,5;64,1;208,5977415;207,8;676,2341762;17,2;55,97318494;86,1;89,84;2,971238;265,2238;247,57;1,003966;103,8;116,75;3,16;15,11;883,73;63;62,7;59,1;86,7;62,1;92,177;26,923
9\1\1973;50,7615;48,8178;47,7752;58,679;45,6467;64,3061;28,1211;52,2079;34,0879;69,2975;46,7027;57,0233;67,7943;58,2;87,4435;4,4;5,95;4,03;14,41063767;19,4871123;13,19883405;63389;23548;625,7;4237;18609;11462;7147;53733;15416;3711,9;8400,3;3946;13892;81;1,38;85488;82146;4,8;9,4;2211;1346;785;490;295;40;3,8;1704;1874;272;430;774;398;10,78;8,29;8,45;8,31;7,05;7,09;7,63;8,63;0,16;0,02;-1,2;0,54;1,54;257,9;582,9;839,3;79316;16735;14883;160,5;174412;30,533;53,536;34,539;24,708;45,200;46,000;30,853;46,9;47,5;43;60,9;197,3876122;194,9;631,7051826;18,2;58,98940135;92,1;90,01;3,016955;265,4773;241,83;1,008258;105,61;118,52;3,13;14,58;909,98;64,4;63,5;60;90,1;62,3;91,577;26,61
10\1\1973;51,1173;49,151;48,1164;58,8743;45,2969;64,8623;28,4974;52,5827;34,313;69,9179;47,0919;55,7897;70,3031;58,4;87,8827;4,42;5,98;4,05;14,39317464;19,47311863;13,18831613;63628;23641;630,1;4232;18702;11525;7177;53964;15483;3727,6;8442,5;3947;13977;82;1,467;85987;82563;4,6;10,2;2063;1321;793;457;336;40;3,7;1411;1677;236;373;726;342;10,01;7,22;7,32;7,4;6,77;6,79;7,6;8,41;0,1;0,18;-0,43;0,81;1,62;259;584,5;842,6;80173;16924;15448;161,1;176288,4;30,709;53,546;34,867;24,81;45,600;46,300;30,949;46,8;47,4;43,4;58,5;189,0206469;192;620,3754564;18,2;58,80642347;92,9;89,61;3,028559;266,3329;242,92;1,001091;109,84;123,42;3,05;15,1;967,6201;65,7;66,2;65,4;88,7;66,5;93,112;28,758
11\1\1973;51,379;49,336;48,3196;59,053;45,2832;65,1624;28,7492;52,9319;34,6404;70,8492;47,4542;55,0787;69,3907;62;88,2721;4,45;6,01;4,07;14,37431359;19,4133988;13,14684411;63874;23719;636,3;4232;18773;11582;7191;54190;15532;3738,4;8481,6;3963;14035;82;1,383;86320;82727;4,8;9,9;2288;1256;832;482;350;40,2;3,8;1402;1724;256;322;765;381;10,03;7,83;7,96;7,57;6,92;6,73;7,67;8,42;0,13;-0,26;-1,1;0,94;1,69;261;586,9;848,9;80479;16978;15585;161,7;177946,5;30,958;53,671;35,338;24,935;45,900;46,500;31,077;47,2;47,9;43,8;59;189,8510152;192,1;618,1420343;19;61,13846253;97,6;92,35;3,164156;278,2338;238,7;0,9990808;102,03;114,64;3,36;13,46;878,98;67,1;68,1;65,2;96,8;63,8;94,655;28,94
12\1\1973;51,2558;48,9104;47,7967;57,9755;44,3495;64,0467;28,8872;53,1775;34,9049;71,7481;47,5036;50,9421;69,1166;56;88,0848;4,46;6,02;4,09;14,28800256;19,28559987;13,102675;63965;23779;641;4239;18820;11619;7201;54256;15529;3749,1;8473,8;3972;14070;79;1,305;86401;82743;4,9;9,5;2332;1310;767;439;328;40;3,6;1288;1526;211;298;699;318;9,95;7,45;7,56;7,27;6,8;6,74;7,68;8,48;0,11;-0,18;-0,71;0,94;1,74;262,9;589,7;855,5;81073;17021;15723;162,8;178744,1;31,215;53,743;35,745;25,122;46,300;46,700;31,247;47,6;48,3;44,8;59,1;189,1381573;204,3;653,822767;19,9;63,68611387;94,2;93,92;3,199795;280,1748;231,74;0,9994203;94,78;106,16;3,7;12,25;824,0801;61,2;63,6;59;92,8;63,8;92,275;28,018
1\1\1974;50,8981;48,5903;47,3537;57,1775;42,0508;64,3026;28,9012;52,7786;34,1848;72,317;47,11;51,9913;68,5834;55,9;87,0806;4,46;6,02;4,1;14,15423675;19,10504602;13,0117423;64014;23709;645,5;4196;18788;11583;7205;54395;15589;3779;8462,9;3986;14090;78;1,245;86555;82799;5,1;9,5;2400;1404;799;467;332;39,8;3,5;1331;1451;233;338;618;262;9,65;7,77;7,65;7,42;6,95;6,99;7,83;8,48;-0,12;-0,35;-0,78;0,84;1,49;263,8;591,5;859,7;81850;17222;16171;164,6;179985,7;31,51;53,928;36,301;25,267;46,800;46,900;31,390;48,8;49,6;45,9;63,3;201,6565785;213,3;679,5157694;24,3;77,41318891;95,3;97,74;3,363945;297,9827;222,4;0,9914832;96,11;107,18;3,64;12,51;857,24;55,3;62,1;55,7;91,8;62;93,813;28,749
2\1\1974;50,7211;48,3416;47,1399;56,986;41,9321;64,073;28,6132;52,6885;34,0147;72,4683;46,9106;51,9308;68,7709;49,7;86,4478;4,51;6,08;4,13;14,14857573;19,07391141;12,95645627;64118;23718;649,2;4259;18727;11531;7196;54535;15608;3799,2;8460,4;4004;14135;77;1,207;86754;82930;5,2;9,6;2432;1426;829;495;334;40;3,4;1360;1752;261;369;780;342;8,97;7,12;6,96;6,88;6,82;6,96;7,85;8,53;-0,16;-0,24;-0,16;0,89;1,57;265,3;593,2;864,2;82341;17125;15933;166,4;181188,9;31,876;54,127;36,98;25,459;47,300;47,200;31,592;49,7;50,7;46,8;64,3;203,5325399;232;734,3631299;27,5;87,04735376;93,6;95,86;3,175208;290,9768;227,49;0,9765816;93,45;104,13;3,81;12,16;831,33;49,4;58,6;56;88,8;58,8;93,252;29,121
3\1\1974;50,7357;48,5268;47,3541;57,081;41,955;64,2118;28,9513;52,4991;33,738;72,5465;46,876;53,0979;70,0885;55,8;86,1274;4,53;6,1;4,15;14,04912542;18,91824836;12,87061159;64143;23687;650,1;4255;18700;11519;7181;54608;15617;3799,2;8469,9;4006;14152;77;1,232;86819;83093;5,1;9,7;2413;1403;849;519;330;39,9;3,5;1440;1555;209;353;653;340;9,35;7,96;7,83;7,76;7,31;7,21;8,01;8,62;-0,13;-0,2;-0,75;0,8;1,41;266,7;595,6;870,1;82835;17131;15817;170,5;181981;32,244;54,446;37,591;25,679;47,800;47,600;31,838;50,2;51,1;48,1;62,3;195,6781205;233;731,8298888;27,5;86,37477228;94;93,62;3,07787;282,0556;234,06;0,9720346;97,44;108,98;3,65;12,08;873,99;54,2;61,8;58;88,9;59,1;91,906;29,481
4\1\1974;50,6199;48,3515;47,1644;56,9091;41,7082;64,0993;28,7263;52,4532;33,7968;71,873;46,7099;54,5846;75,9161;54,5;85,5763;4,55;6,13;4,16;14,01509318;18,88187279;12,81379948;64193;23670;659,8;4225;18702;11551;7151;54714;15649;3806,3;8497,7;4012;14191;79;1,268;86669;83087;5,1;9,8;2337;1456;889;535;354;39;2,9;1254;1607;207;373;690;337;10,51;8,33;8,32;8,62;7,92;7,51;8,25;8,87;-0,01;0,29;-0,82;0,74;1,36;267,2;597,0;872,9;83621;17298;15561;176,9;183021,1;32,465;54,812;37,872;25,843;48,100;47,900;32,056;50,7;51,5;49;60,6;189,0441727;230,8;719,9900175;27,5;85,7873721;93,5;92,26;3,026268;277,7701;238,86;0,9675297;92,46;103,66;3,86;11,4;847,76;59,1;59,9;56,4;82,1;62,5;92,044;28,848
5\1\1974;50,9664;48,7514;47,6133;57,3995;41,799;64,831;29,1218;52,7309;34,0444;71,8012;47,0085;54,7967;76,1922;51,6;85,8834;4,62;6,17;4,25;14,09610984;18,82532418;12,96720061;64326;23635;666,8;4198;18688;11539;7149;54912;15693;3819,1;8530,4;4022;14221;78;1,229;86891;83362;5,1;9,6;2457;1409;880;524;356;39,8;3,4;1138;1426;187;309;618;312;11,31;8,23;8,4;8,78;8,18;7,58;8,37;9,05;0,17;0,55;-0,65;0,79;1,47;267,6;597,6;874,6;84432;17423;14833;179,5;183917,4;32,775;55,387;38,263;26,065;48,600;48,500;32,351;51,3;52;50,6;58,3;180,2108126;221,6;684,9865537;27,5;85,00510031;92,3;91,4;2,916472;278,9634;241,37;0,9623157;89,67;101,17;4;10,99;830,25;63,9;55,7;51,6;74,5;59,3;94,73;26,848
6\1\1974;50,92;48,8475;47,7214;57,6568;42,3763;64,8627;29,1253;52,5198;34,1084;71,8492;47,0533;56,2256;76,4727;50,4;85,7322;4,67;6,23;4,3;14,1301059;18,85022693;13,01059002;64363;23591;672,1;4146;18690;11558;7132;55011;15711;3828,7;8539,7;4030;14239;76;1,144;86941;83555;5,4;9,7;2497;1517;926;559;367;39,7;3,3;1086;1513;218;371;614;310;11,93;7,9;8,12;8,67;8,1;7,54;8,47;9,27;0,22;0,77;-0,36;0,93;1,73;268,5;599,2;877,8;84895;17367;14361;182,2;184598,2;33,05;56,262;38,51;26,273;49,000;49,000;32,679;51,3;51,8;51,5;55,4;169,5278313;224,4;686,679519;27,5;84,15190183;88,6;92,55;2,989626;282,9655;239,02;0,966361;89,79;101,62;4,02;10,67;831,44;61,8;54,7;51,9;73,1;55,9;93,367;26,459
7\1\1974;50,921;48,6397;47,6435;57,5388;42,2426;64,7613;29,0756;52,7583;33,9464;71,8245;46,9629;54,9715;77,4137;52;85,345;4,7;6,24;4,33;14,11792977;18,74380463;13,00651828;64346;23462;678,5;4045;18656;11541;7115;55172;15749;3836,6;8568,8;4034;14288;74;1,084;87149;83713;5,5;9,9;2526;1602;924;537;387;39,7;3,3;1002;1316;158;330;543;285;12,92;7,55;7,94;8,8;8,38;7,81;8,72;9,48;0,39;1,25;0,26;0,91;1,67;269,3;601,5;881,4;85439;17486;14185;186,2;185641,9;33,291;57,034;38,774;26,425;49,300;49,500;32,956;52,7;53,2;53,4;59,8;181,45406;236,9;718,8372375;30,6;92,85107416;90,4;93,26;2,963929;290,9345;238,96;0,9763337;82,82;93,54;4,42;9,86;782,99;59,7;54,8;52,6;69,2;54,8;91,535;30,998
8\1\1974;50,449;48,563;47,6561;57,4929;42,2005;64,7151;29,0797;51,8417;33,2834;70,9207;46,606;54,8796;77,6731;49,6;84,4842;4,76;6,38;4,38;14,14940103;18,96495348;13,019827;64291;23396;684,9;4059;18570;11481;7089;55223;15746;3841,9;8565;4035;14328;72;1,063;87037;83608;5,5;9,8;2609;1483;960;572;388;39,7;3,4;917;1142;160;284;443;255;12,01;8,96;9,11;9,36;8,63;8,04;9;9,77;0,15;0,4;-0,92;0,96;1,73;270,1;602,8;884,1;85974;17391;14055;188,7;186290,1;33,641;57,598;39,301;26,634;49,900;50,200;33,277;53,7;54,1;55,8;62,9;189,0194429;240,8;723,6229227;30,7;92,25591249;86,1;94,9;2,984273;302,2792;234,56;0,979883;76,03;85,51;4,9;8,7;729,3;57,6;52,9;50,2;66,3;57;90,239;28,735
9\1\1974;50,493;48,5029;47,6645;57,0255;42,1017;64,0275;29,6186;52,003;33,6513;70,7104;46,6521;54,1498;75,496;46,3;84,3621;4,81;6,47;4,42;14,15496895;19,04005179;13,00726877;64192;23274;692,8;4009;18492;11432;7060;55340;15748;3839,1;8590,1;4036;14422;69;0,941;87051;83591;5,9;9,6;2723;1680;1021;630;391;39,5;3,2;840;1150;192;281;436;241;11,34;8,06;8,53;8,87;8,37;8,04;9,24;10,18;0,47;0,81;-0,02;1,2;2,14;271;604,5;887,9;86377;17385;14102;190,3;186366,2;33,981;58,279;39,753;26,856;50,600;50,700;33,567;54,3;54,6;55,9;60,9;181,4281884;230,5;686,6863288;30,7;91,4588733;81;95,52;2,996614;299,052;231,65;0,9863489;68,12;76,54;5,45;7,69;651,27;55,5;46,2;41,2;51,8;54,8;87,461;27,26
10\1\1974;50,3104;48,4144;47,7028;57,0631;41,5658;64,4411;29,6167;51,715;33,4724;69,2669;46,3083;56,2004;77,0378;44,3;83,5424;4,86;6,46;4,48;14,19931633;18,87398837;13,08908172;64143;23118;703,4;3972;18364;11357;7007;55509;15791;3844,2;8624,3;4038;14484;64;0,859;86995;83564;6;9,9;2723;1770;1072;674;398;39,6;3,1;824;1070;156;259;430;225;10,06;7,46;7,74;8,05;7,97;7,9;9,27;10,48;0,28;0,59;0,44;1,37;2,58;272,3;607,7;893,3;86513;17349;15536;191,4;186004,1;34,227;59,053;40,023;27,018;51,000;51,200;33,829;55,3;55,6;57,2;63,2;186,8219575;231,5;684,3241006;30,8;91,04614384;75,7;95,12;2,8962;299,3653;233,29;0,9830232;69,44;77,57;5,38;7,92;638,62;53,3;42,7;36,5;45,3;47,9;85,658;24,013
11\1\1974;48,6759;47,3094;46,6588;55,4187;39,5699;63,1091;29,2739;49,5005;32,143;67,1882;44,9439;53,5496;76,4839;40,9;80,8991;4,88;6,51;4,49;14,15272179;18,87996288;13,0216641;63727;22773;707,3;3911;18077;11173;6904;55486;15749;3846,3;8585,9;4038;14532;59;0,712;86626;83221;6,6;9,6;3052;1918;1128;698;430;39,1;2,8;783;1026;120;304;369;233;9,45;7,47;7,52;7,66;7,68;7,68;8,89;10,6;0,05;0,19;0,21;1,21;2,92;273,7;611,4;898,6;87043;17453;16201;192,4;185679,1;34,481;59,424;40,357;27,204;51,500;51,600;34,070;56,4;56,7;57,8;64,2;188,4355738;227,8;668,6234224;31,5;92,45670678;71;94,38;2,748461;300,075;232,52;0,9873618;71,74;80,17;5,13;8,07;642,1;51,2;37,9;33,1;34;47,2;82,225;22,991
12\1\1974;46,947;45,7953;45,1082;53,6873;36,3067;62,4694;28,0131;47,5521;30,2476;63,8329;42,9214;54,4272;77,2126;33,4;77,0909;4,92;6,56;4,52;14,15949578;18,87932771;13,00831726;63098;22303;672,9;3860;17693;10901;6792;55354;15651;3834,3;8524;4036;14559;54;0,603;86144;82783;7,2;10,1;3125;2151;1326;788;538;39,1;2,6;869;975;143;269;353;210;8,53;7,15;7,11;7,31;7,31;7,43;8,89;10,63;-0,04;0,16;0,28;1,46;3,2;274,2;614,4;902,1;87535;17550;16823;193,0;185676,6;34,747;59,763;40,7;27,412;51,900;52,000;34,296;56,4;56,6;57,8;61,5;179,3212036;213,1;621,3552601;30,4;88,64007464;64,7;93,57;2,601321;300,4086;232,94;0,9882204;67,07;74,8;5,43;7,33;596,5;50,8;30,9;27,9;23,2;40,6;76,143;22,49
1\1\1975;46,3237;44,9797;44,2138;52,4702;34,8275;61,4837;27,4936;47,1575;29,3508;62,3694;42,0767;52,134;78,6161;33,4;75,4147;4,95;6,59;4,54;14,15660928;18,84687983;12,98404164;62673;21974;715,3;3841;17344;10664;6680;55323;15600;3816,2;8514,8;4031;14624;51;0,504;85627;82226;8,1;10,7;3293;2646;1555;930;625;39;2,5;726;1032;143;308;382;199;7,13;6,26;6,36;6,83;7,41;7,5;8,83;10,81;0,1;0,57;1,24;1,33;3,31;273,9;616,9;906,3;87756;17273;16874;193,0;185788,8;34,966;59,849;40,898;27,656;52,300;52,300;34,495;56,7;56,8;58;59,6;172,7786636;205,1;594,5789245;30,4;88,12871431;54,1;92,37;2,527103;299,6704;236,23;0,9947675;72,56;80,5;5,07;7,99;659,08;50,4;30,7;32,8;19,5;36,6;75,003;22,996
2\1\1975;45,2346;43,9775;43,2587;51,7436;33,802;60,988;26,5666;45,9853;28,3815;60,3509;40,8775;53,8924;76,3751;41,5;73,1134;4,98;6,58;4,58;14,16503115;18,71604517;13,02727764;62172;21512;718,3;3718;17004;10433;6571;55407;15561;3802,2;8525,2;4026;14747;50;0,493;85256;81895;8,1;11,7;2947;2616;1841;1124;717;38,6;2,4;729;904;191;208;346;159;6,24;5,5;5,62;5,98;7,11;7,39;8,62;10,65;0,12;0,48;1,89;1,23;3,26;275;621,3;914,1;88192;17271;17123;191,9;186286,2;35,157;60,323;41,014;27,853;52,600;52,800;34,732;56,6;56,6;57,8;57,9;166,7050559;201,9;581,3083036;31,2;89,83070367;46,8;91,27;2,472188;291,5962;239,58;1,00043;80,1;89,29;4,61;8,72;724,88;50;34,4;40;15,9;30,6;74,545;20,654
3\1\1975;44,7514;43,6501;43,1526;51,9092;34,2616;60,9532;26,1045;45,3313;27,9717;59,0041;40,3459;55,9593;74,794;33,1;72,0162;5,04;6,74;4,63;14,28854932;19,10809968;13,12618717;61895;21274;720,9;3628;16853;10338;6515;55375;15525;3789;8524;4024;14754;49;0,455;85187;81829;8,6;11,8;3193;2630;2074;1305;769;38,3;2,3;709;993;114;249;400;230;5,54;5,49;5,62;6,11;7,3;7,73;8,67;10,48;0,13;0,62;2,24;0,94;2,75;276,4;627,5;925;88916;17439;17333;189,5;185932,1;35,273;60,922;41,009;27,98;52,800;53,000;34,915;56,6;56,4;57,4;57,1;163,5400258;198,6;568,8099671;31,4;89,93269368;42,7;90,54;2,483053;287,9272;241,8;1,00046;83,78;93,9;4,42;9,82;765,04;56,6;31,6;37;17,3;30,9;72,122;18,839
4\1\1975;44,7837;43,9618;43,5841;52,9881;35,5402;61,8494;25,8482;45,0439;27,5096;59,356;40,2688;58,7664;74,2886;45,5;71,7367;5,04;6,73;4,63;14,23286549;19,0053938;13,07503318;61668;21109;716,9;3565;16759;10235;6524;55354;15474;3786,8;8488,5;4027;14795;49;0,442;85189;81874;8,8;12,9;2915;2719;2442;1478;964;38,7;2,4;866;1005;128;229;401;247;5,49;5,61;6;6,9;7,99;8,23;8,95;10,58;0,39;1,29;2,62;0,72;2,35;276,2;632,4;935,1;89116;17498;17387;189,0;185400,2;35,411;61,485;41,059;28,115;53,000;53,300;35,108;57,1;56,9;57,5;59,5;169,4770423;201,2;573,0887547;31,7;90,29281076;42,6;91,85;2,558854;292,1926;237,07;1,010989;84,72;95,27;4,34;9,36;790,91;63,2;37,5;42,6;21,7;26,9;74,847;20,904
5\1\1975;44,6901;44,0209;43,7075;53,219;36,466;61,6154;25,5881;44,7772;27,0758;60,0041;40,2734;56,4707;72,5626;50,5;71,6043;5,06;6,74;4,65;14,23307361;18,95867908;13,07980085;61796;21097;727,5;3552;16746;10194;6552;55526;15514;3788,3;8534,6;4032;14827;49;0,431;85451;81891;9;13,4;3051;2692;2643;1554;1089;38,8;2,4;914;1121;155;258;422;286;5,22;5,23;5,59;6,39;7,72;8,06;8,9;10,69;0,36;1,16;2,83;0,84;2,63;279,2;640,9;947,9;89610;17353;17288;187,7;185283,3;35,551;61,5;41,159;28,293;53,100;53,500;35,256;57,4;57,3;57,3;61,2;173,5874745;194,5;551,6791468;31,9;90,48105287;45,4;91,9;2,509347;291,4262;232,05;1,028574;90,1;101,56;4,08;10,14;836,55;69,8;41,2;47,2;22,7;31;75,388;19,144
6\1\1975;44,9981;44,278;44,0426;54,0243;36,857;62,6516;25,2932;45,1387;27,0915;61,8113;40,6265;55,4583;74,7194;53,1;72,0911;5,08;6,8;4,68;14,20025717;19,00821826;13,08212668;61735;21018;727,4;3526;16690;10128;6562;55501;15541;3786,4;8579,2;4031;14784;52;0,469;85355;81987;8,8;15,3;2872;2526;2843;1538;1305;38,8;2,4;946;1087;128;272;398;289;5,55;5,34;5,61;6,29;7,51;7,86;8,77;10,62;0,27;0,95;2,52;0,91;2,76;282,4;651,0;963;90817;17715;17488;186,5;182452,4;35,774;61,646;41,423;28,498;53,500;53,800;35,440;57,9;57,8;57,3;61,5;173,5327314;187,2;528,2167043;34,9;98,47629797;44;92,08;2,494637;293,4531;228,03;1,02642;92,4;103,68;4,02;10,84;845,7;70,1;45,1;54,9;24,9;28,7;76,437;18,783
7\1\1975;45,4506;44,9853;44,8183;55,3884;38,731;63,6189;25,4716;45,2929;27,0606;63,3153;41,2007;55,7867;76,72;55,8;72,9683;5,11;6,82;4,71;14,16179364;18,90086744;13,05323837;61907;20981;727,5;3501;16678;10078;6600;55787;15589;3798,6;8611,2;4042;14861;53;0,483;85894;82437;8,6;15;2882;2268;2943;1542;1401;39,1;2,6;1020;1226;189;311;431;295;6,1;6,13;6,5;7,11;7,92;8,06;8,84;10,55;0,37;0,98;1,93;0,78;2,49;283,7;657,3;975,1;91373;17632;17331;185,6;183693,7;36,083;61,938;41,89;28,709;54,000;54,000;35,664;58,4;58,4;57,5;62,4;174,9663526;195,5;548,1718259;34,1;95,61462539;53;94,52;2,612876;296,3753;218,45;1,030885;92,49;103,84;4,02;10,94;856,28;70,4;47,2;58,4;28,7;24,6;79,917;20,817
8\1\1975;45,8952;45,1315;44,8692;55,6993;39,2577;63,7732;25,2664;46,0719;27,7738;64,1905;41,611;56,1843;76,3314;61,1;73,5512;5,15;6,81;4,75;14,21081678;18,79139073;13,10706402;62284;21176;731,6;3547;16824;10175;6649;55978;15641;3806,5;8652,9;4052;14870;52;0,486;86234;82805;8,4;15,6;2808;2371;2862;1390;1472;39,4;2,8;994;1260;148;346;478;288;6,14;6,44;6,94;7,7;8,33;8,4;8,95;10,59;0,5;1,26;1,96;0,55;2,19;284,1;661,2;983,1;91700;17660;17449;185,1;184044;36,24;62,216;42,128;28,8;54,200;54,200;35,779;58,9;59;58;63;176,0809413;205,6;574,6387546;34,9;97,54325163;68,8;96,55;2,678667;297,9738;211,43;1,0354;85,71;96,21;4,36;10,08;815,51;70,7;51,4;60,3;35,1;28,1;81,455;20,474
